unit_id,treatment,checkout_completed,pre_purchase_score
shopper_0013986,1,0,0.29751690
shopper_0013987,0,0,0.69612487
shopper_0013988,0,0,0.43828653
shopper_0013989,1,0,0.40175248
shopper_0013990,0,0,0.96372574
shopper_0013991,0,0,0.76674021
shopper_0013992,0,0,0.35139601
shopper_0013993,0,0,0.58890965
shopper_0013994,0,0,0.62305242
shopper_0013995,1,0,0.80852796
shopper_0013996,1,0,0.68443278
shopper_0013997,1,0,0.46733148
shopper_0013998,0,0,0.69025115
shopper_0013999,1,0,0.61161047
shopper_0014000,0,0,0.20650955
shopper_0014001,0,1,0.38530545
shopper_0014002,1,0,0.17320451
shopper_0014003,1,0,0.39112974
shopper_0014004,1,0,0.78015597
shopper_0014005,0,0,0.28688313
shopper_0014006,0,0,0.32683725
shopper_0014007,1,1,0.70967787
shopper_0014008,0,0,0.27327693
shopper_0014009,0,0,0.19899796
shopper_0014010,0,0,0.39472068
shopper_0014011,1,0,0.39593006
shopper_0014012,1,0,0.21634955
shopper_0014013,0,0,0.71093238
shopper_0014014,0,0,0.50779411
shopper_0014015,0,0,0.69675064
shopper_0014016,1,0,0.52581584
shopper_0014017,1,0,0.47481036
shopper_0014018,0,0,0.25207425
shopper_0014019,1,0,0.35003713
shopper_0014020,1,0,0.81618698
shopper_0014021,0,0,0.09299489
shopper_0014022,1,0,0.40962847
shopper_0014023,1,0,0.24570438
shopper_0014024,1,0,0.68689093
shopper_0014025,1,0,0.63066869
shopper_0014026,0,0,0.29131553
shopper_0014027,1,0,0.39975329
shopper_0014028,1,0,0.68593712
shopper_0014029,1,0,0.73286533
shopper_0014030,1,0,0.45686828
shopper_0014031,0,0,0.26109806
shopper_0014032,1,0,0.27668975
shopper_0014033,0,0,0.11876711
shopper_0014034,1,0,0.47507977
shopper_0014035,0,0,0.32657421
shopper_0014036,1,0,0.89378599
shopper_0014037,0,1,0.24882527
shopper_0014038,0,0,0.43957264
shopper_0014039,1,0,0.71262769
shopper_0014040,1,1,0.56090637
shopper_0014041,0,0,0.56198612
shopper_0014042,1,1,0.41898766
shopper_0014043,1,0,0.32840843
shopper_0014044,1,0,0.43851306
shopper_0014045,0,0,0.23130569
shopper_0014046,1,0,0.66188340
shopper_0014047,0,0,0.26111193
shopper_0014048,1,0,0.21032273
shopper_0014049,0,0,0.47205907
shopper_0014050,0,0,0.47072136
shopper_0014051,1,0,0.23600392
shopper_0014052,1,0,0.75146697
shopper_0014053,1,0,0.62985789
shopper_0014054,0,0,0.69586326
shopper_0014055,0,0,0.58955831
shopper_0014056,0,0,0.82133689
shopper_0014057,0,0,0.95746804
shopper_0014058,1,1,0.79524758
shopper_0014059,1,0,0.09095990
shopper_0014060,0,0,0.96922662
shopper_0014061,1,0,0.70992168
shopper_0014062,1,0,0.57281992
shopper_0014063,0,0,0.20268487
shopper_0014064,1,0,0.36203639
shopper_0014065,0,0,0.32955086
shopper_0014066,0,0,0.37417179
shopper_0014067,1,1,0.82648725
shopper_0014068,0,0,0.49215533
shopper_0014069,0,0,0.70017323
shopper_0014070,1,0,0.88916808
shopper_0014071,0,1,0.71072619
shopper_0014072,1,1,0.79405085
shopper_0014073,1,0,0.50048764
shopper_0014074,0,0,0.40086976
shopper_0014075,1,0,0.26848102
shopper_0014076,0,0,0.06312344
shopper_0014077,1,0,0.85534100
shopper_0014078,0,0,0.58617693
shopper_0014079,0,0,0.55511062
shopper_0014080,0,0,0.20833577
shopper_0014081,1,0,0.17125268
shopper_0014082,0,0,0.56293665
shopper_0014083,0,0,0.35755029
shopper_0014084,1,0,0.34505317
shopper_0014085,0,0,0.30436095
shopper_0014086,0,1,0.61942671
shopper_0014087,0,0,0.56355202
shopper_0014088,0,0,0.65101677
shopper_0014089,1,0,0.15170408
shopper_0014090,1,0,0.54818819
shopper_0014091,0,0,0.59788784
shopper_0014092,0,1,0.84849948
shopper_0014093,0,0,0.73580121
shopper_0014094,0,0,0.49442504
shopper_0014095,0,0,0.97722601
shopper_0014096,1,0,0.81239633
shopper_0014097,1,0,0.35191721
shopper_0014098,1,0,0.11386691
shopper_0014099,1,0,0.64799250
shopper_0014100,0,0,0.62867340
shopper_0014101,1,1,0.44261335
shopper_0014102,0,0,0.10815973
shopper_0014103,0,0,0.40268464
shopper_0014104,1,0,0.84745966
shopper_0014105,0,0,0.11502195
shopper_0014106,0,0,0.53833122
shopper_0014107,1,0,0.26528673
shopper_0014108,0,0,0.37632328
shopper_0014109,0,0,0.55061979
shopper_0014110,1,0,0.52424288
shopper_0014111,1,0,0.32433691
shopper_0014112,0,0,0.62993248
shopper_0014113,0,0,0.27245426
shopper_0014114,0,1,0.36780996
shopper_0014115,0,0,0.48808913
shopper_0014116,1,0,0.26294726
shopper_0014117,1,1,0.69678849
shopper_0014118,0,0,0.43055470
shopper_0014119,1,0,0.40600897
shopper_0014120,0,0,0.10651924
shopper_0014121,1,0,0.22197930
shopper_0014122,1,0,0.17436409
shopper_0014123,0,0,0.19724109
shopper_0014124,1,0,0.73217164
shopper_0014125,1,0,0.62494301
shopper_0014126,0,0,0.21428723
shopper_0014127,1,0,0.49377645
shopper_0014128,1,0,0.50769983
shopper_0014129,1,0,0.53121114
shopper_0014130,0,0,0.18925284
shopper_0014131,0,0,0.33514253
shopper_0014132,1,0,0.44015577
shopper_0014133,1,1,0.35587428
shopper_0014134,1,0,0.02774226
shopper_0014135,1,0,0.79004396
shopper_0014136,1,0,0.64939065
shopper_0014137,1,0,0.41725176
shopper_0014138,1,0,0.93326269
shopper_0014139,1,0,0.19460782
shopper_0014140,0,0,0.47634381
shopper_0014141,1,0,0.84353219
shopper_0014142,0,0,0.82457879
shopper_0014143,0,0,0.54433270
shopper_0014144,0,1,0.83826130
shopper_0014145,0,0,0.63471942
shopper_0014146,0,0,0.89770987
shopper_0014147,1,0,0.17666405
shopper_0014148,0,0,0.16676712
shopper_0014149,0,0,0.73793966
shopper_0014150,1,0,0.07172398
shopper_0014151,1,0,0.22635355
shopper_0014152,0,0,0.94835656
shopper_0014153,1,0,0.84434621
shopper_0014154,0,0,0.37840273
shopper_0014155,1,0,0.64833785
shopper_0014156,0,0,0.77961848
shopper_0014157,0,0,0.18806170
shopper_0014158,0,0,0.52046550
shopper_0014159,0,0,0.69432988
shopper_0014160,0,0,0.20427628
shopper_0014161,1,0,0.50490261
shopper_0014162,1,0,0.73198268
shopper_0014163,0,0,0.61165951
shopper_0014164,0,0,0.78632658
shopper_0014165,0,0,0.20390356
shopper_0014166,0,1,0.55500873
shopper_0014167,0,1,0.21672602
shopper_0014168,1,0,0.71922711
shopper_0014169,0,0,0.46259454
shopper_0014170,1,0,0.77826306
shopper_0014171,0,0,0.24760708
shopper_0014172,0,0,0.47527349
shopper_0014173,1,0,0.18120958
shopper_0014174,1,0,0.50180897
shopper_0014175,1,0,0.35148161
shopper_0014176,0,0,0.42121424
shopper_0014177,0,1,0.25555074
shopper_0014178,0,1,0.71494856
shopper_0014179,1,0,0.26497911
shopper_0014180,1,0,0.16259971
shopper_0014181,1,0,0.76627547
shopper_0014182,0,0,0.35687106
shopper_0014183,0,0,0.63855543
shopper_0014184,0,0,0.85781706
shopper_0014185,1,0,0.55232605
shopper_0014186,0,0,0.80583236
shopper_0014187,1,0,0.64700993
shopper_0014188,0,1,0.74769090
shopper_0014189,0,0,0.44874090
shopper_0014190,0,0,0.38412802
shopper_0014191,0,0,0.40127749
shopper_0014192,1,0,0.42575484
shopper_0014193,1,0,0.74177144
shopper_0014194,1,1,0.57542425
shopper_0014195,1,0,0.60773470
shopper_0014196,1,0,0.21460220
shopper_0014197,1,0,0.52590444
shopper_0014198,1,0,0.50159520
shopper_0014199,0,0,0.28339693
shopper_0014200,1,0,0.48358373
shopper_0014201,1,0,0.82280246
shopper_0014202,1,0,0.26778396
shopper_0014203,0,0,0.71494295
shopper_0014204,1,0,0.80513007
shopper_0014205,1,0,0.34743519
shopper_0014206,0,0,0.32695277
shopper_0014207,1,0,0.67951742
shopper_0014208,1,0,0.48149330
shopper_0014209,1,0,0.92744486
shopper_0014210,1,0,0.29360424
shopper_0014211,0,0,0.19223468
shopper_0014212,1,0,0.59279890
shopper_0014213,0,0,0.44972696
shopper_0014214,1,0,0.27567831
shopper_0014215,1,0,0.69925375
shopper_0014216,0,0,0.78682222
shopper_0014217,1,0,0.86352280
shopper_0014218,1,0,0.34534739
shopper_0014219,0,0,0.20460012
shopper_0014220,0,0,0.77662465
shopper_0014221,0,0,0.48790172
shopper_0014222,1,0,0.15188537
shopper_0014223,1,0,0.26686265
shopper_0014224,1,0,0.74628580
shopper_0014225,0,0,0.19302455
shopper_0014226,0,0,0.08351509
shopper_0014227,1,1,0.70788706
shopper_0014228,1,0,0.40645653
shopper_0014229,1,0,0.76841711
shopper_0014230,0,0,0.68505743
shopper_0014231,1,0,0.42996225
shopper_0014232,0,0,0.62005105
shopper_0014233,0,0,0.52699751
shopper_0014234,1,0,0.77860975
shopper_0014235,1,0,0.42977966
shopper_0014236,1,0,0.13261607
shopper_0014237,1,0,0.67597510
shopper_0014238,0,0,0.47643014
shopper_0014239,1,0,0.40812275
shopper_0014240,1,1,0.87341076
shopper_0014241,0,0,0.30447096
shopper_0014242,0,0,0.75225729
shopper_0014243,0,1,0.65096928
shopper_0014244,0,0,0.31044838
shopper_0014245,0,1,0.56472459
shopper_0014246,0,1,0.23855488
shopper_0014247,0,0,0.78105662
shopper_0014248,1,0,0.43527066
shopper_0014249,1,0,0.63314402
shopper_0014250,1,0,0.10389879
shopper_0014251,0,0,0.20826250
shopper_0014252,1,1,0.88874080
shopper_0014253,0,0,0.71644251
shopper_0014254,1,0,0.35143566
shopper_0014255,1,0,0.47928672
shopper_0014256,1,0,0.15891202
shopper_0014257,0,0,0.23610349
shopper_0014258,0,0,0.10370073
shopper_0014259,1,1,0.28239407
shopper_0014260,1,0,0.70460335
shopper_0014261,1,1,0.85116034
shopper_0014262,0,0,0.85152950
shopper_0014263,0,0,0.07180156
shopper_0014264,1,0,0.33033878
shopper_0014265,0,0,0.56496763
shopper_0014266,1,0,0.90520009
shopper_0014267,0,1,0.11406258
shopper_0014268,1,0,0.69651912
shopper_0014269,0,0,0.10034429
shopper_0014270,0,0,0.55860565
shopper_0014271,1,0,0.17730503
shopper_0014272,0,0,0.80258690
shopper_0014273,1,0,0.59312514
shopper_0014274,0,0,0.33613588
shopper_0014275,1,0,0.39444881
shopper_0014276,0,0,0.66653991
shopper_0014277,0,0,0.42096693
shopper_0014278,0,0,0.22206359
shopper_0014279,0,0,0.55566869
shopper_0014280,1,0,0.32165791
shopper_0014281,0,0,0.30674082
shopper_0014282,0,0,0.68389772
shopper_0014283,1,0,0.34130618
shopper_0014284,0,0,0.70004384
shopper_0014285,0,0,0.77843402
shopper_0014286,0,1,0.44175518
shopper_0014287,1,0,0.46861805
shopper_0014288,0,0,0.25387330
shopper_0014289,1,0,0.01884805
shopper_0014290,1,1,0.31349045
shopper_0014291,0,0,0.59382579
shopper_0014292,1,0,0.21011009
shopper_0014293,0,0,0.34810845
shopper_0014294,1,0,0.90310110
shopper_0014295,1,1,0.10090536
shopper_0014296,1,0,0.51403496
shopper_0014297,1,0,0.76624867
shopper_0014298,0,0,0.18717472
shopper_0014299,1,0,0.63009785
shopper_0014300,0,0,0.35385544
shopper_0014301,0,0,0.39381697
shopper_0014302,1,0,0.35146212
shopper_0014303,1,0,0.24803592
shopper_0014304,0,0,0.71875160
shopper_0014305,1,0,0.29139684
shopper_0014306,0,0,0.49380463
shopper_0014307,0,0,0.74905332
shopper_0014308,0,0,0.07560350
shopper_0014309,0,0,0.80073604
shopper_0014310,0,0,0.72719081
shopper_0014311,0,0,0.83575909
shopper_0014312,1,0,0.65463309
shopper_0014313,1,1,0.89541518
shopper_0014314,0,0,0.18833710
shopper_0014315,0,0,0.50789083
shopper_0014316,1,0,0.45456011
shopper_0014317,1,0,0.06855408
shopper_0014318,1,0,0.39627060
shopper_0014319,0,0,0.80628603
shopper_0014320,0,0,0.66554311
shopper_0014321,0,0,0.24671686
shopper_0014322,0,0,0.53301341
shopper_0014323,0,0,0.44836099
shopper_0014324,0,0,0.55619990
shopper_0014325,0,0,0.09156073
shopper_0014326,0,0,0.84679737
shopper_0014327,0,0,0.57104885
shopper_0014328,1,0,0.26715690
shopper_0014329,0,0,0.74658444
shopper_0014330,1,0,0.37833948
shopper_0014331,1,0,0.31769946
shopper_0014332,1,0,0.34790661
shopper_0014333,1,0,0.73464173
shopper_0014334,0,0,0.15003245
shopper_0014335,0,1,0.61325977
shopper_0014336,0,0,0.43719115
shopper_0014337,1,0,0.09133446
shopper_0014338,1,0,0.23618779
shopper_0014339,0,0,0.75624220
shopper_0014340,1,0,0.52045342
shopper_0014341,0,0,0.70604305
shopper_0014342,0,0,0.29886010
shopper_0014343,0,0,0.54789142
shopper_0014344,0,0,0.60672725
shopper_0014345,1,0,0.60567993
shopper_0014346,1,0,0.37547072
shopper_0014347,0,0,0.44855863
shopper_0014348,0,1,0.44720237
shopper_0014349,0,0,0.78004724
shopper_0014350,0,0,0.44302317
shopper_0014351,1,1,0.92195977
shopper_0014352,0,1,0.76195130
shopper_0014353,1,0,0.33180308
shopper_0014354,0,0,0.35475180
shopper_0014355,1,0,0.46977185
shopper_0014356,1,0,0.53810976
shopper_0014357,1,0,0.80309853
shopper_0014358,0,0,0.70197848
shopper_0014359,0,0,0.32295975
shopper_0014360,1,0,0.37054757
shopper_0014361,0,0,0.71806988
shopper_0014362,0,0,0.51858965
shopper_0014363,0,0,0.06425033
shopper_0014364,1,0,0.67674011
shopper_0014365,1,1,0.18668495
shopper_0014366,1,0,0.60973194
shopper_0014367,1,0,0.27774499
shopper_0014368,1,0,0.92102103
shopper_0014369,0,0,0.33440774
shopper_0014370,0,0,0.09655405
shopper_0014371,1,0,0.46650226
shopper_0014372,1,0,0.45575833
shopper_0014373,0,1,0.75470669
shopper_0014374,1,0,0.38535785
shopper_0014375,1,0,0.60843122
shopper_0014376,1,0,0.35676979
shopper_0014377,0,0,0.47280816
shopper_0014378,0,0,0.90923718
shopper_0014379,0,0,0.72794151
shopper_0014380,1,0,0.78935411
shopper_0014381,1,0,0.72644784
shopper_0014382,0,0,0.41306942
shopper_0014383,1,0,0.33543922
shopper_0014384,0,0,0.19601427
shopper_0014385,1,0,0.46438644
shopper_0014386,0,0,0.30228791
shopper_0014387,0,0,0.42615820
shopper_0014388,0,0,0.76618115
shopper_0014389,0,0,0.76497890
shopper_0014390,1,0,0.28356113
shopper_0014391,0,0,0.41746338
shopper_0014392,0,0,0.80430853
shopper_0014393,0,0,0.83501972
shopper_0014394,0,0,0.66206479
shopper_0014395,1,0,0.56960814
shopper_0014396,0,1,0.50045933
shopper_0014397,0,1,0.62194524
shopper_0014398,0,0,0.52992126
shopper_0014399,0,0,0.83673167
shopper_0014400,1,0,0.86533557
shopper_0014401,0,0,0.38713472
shopper_0014402,0,0,0.23302339
shopper_0014403,0,0,0.96864688
shopper_0014404,0,0,0.38603720
shopper_0014405,0,0,0.62055377
shopper_0014406,1,1,0.74244871
shopper_0014407,1,0,0.64073625
shopper_0014408,0,0,0.62208847
shopper_0014409,0,0,0.29493461
shopper_0014410,1,0,0.94756908
shopper_0014411,1,0,0.66760723
shopper_0014412,1,0,0.91536382
shopper_0014413,1,0,0.61030392
shopper_0014414,1,0,0.35284110
shopper_0014415,1,0,0.78026035
shopper_0014416,1,0,0.39488081
shopper_0014417,1,0,0.08324373
shopper_0014418,1,1,0.79537655
shopper_0014419,0,0,0.30373829
shopper_0014420,1,0,0.32631854
shopper_0014421,0,0,0.69678754
shopper_0014422,0,1,0.80684182
shopper_0014423,1,0,0.30608037
shopper_0014424,1,0,0.63830552
shopper_0014425,1,0,0.42195835
shopper_0014426,1,0,0.62012536
shopper_0014427,1,0,0.17181376
shopper_0014428,1,0,0.70261513
shopper_0014429,0,0,0.49558623
shopper_0014430,1,1,0.41538807
shopper_0014431,1,1,0.33085314
shopper_0014432,1,0,0.59063246
shopper_0014433,0,0,0.71702468
shopper_0014434,1,0,0.62101595
shopper_0014435,0,0,0.25762458
shopper_0014436,0,0,0.17992984
shopper_0014437,0,1,0.73447975
shopper_0014438,1,1,0.64703013
shopper_0014439,1,1,0.71507808
shopper_0014440,1,0,0.48651371
shopper_0014441,0,1,0.28585139
shopper_0014442,1,0,0.72202291
shopper_0014443,0,0,0.46985441
shopper_0014444,1,0,0.41109033
shopper_0014445,1,0,0.54805629
shopper_0014446,0,0,0.17705831
shopper_0014447,1,0,0.59801092
shopper_0014448,0,0,0.53694084
shopper_0014449,0,1,0.78660005
shopper_0014450,1,0,0.66526002
shopper_0014451,1,0,0.88368537
shopper_0014452,0,0,0.81725387
shopper_0014453,1,0,0.70334338
shopper_0014454,1,0,0.41869041
shopper_0014455,0,0,0.57414279
shopper_0014456,1,0,0.16519396
shopper_0014457,1,0,0.32900150
shopper_0014458,1,0,0.68122445
shopper_0014459,1,0,0.46525602
shopper_0014460,0,0,0.20914862
shopper_0014461,0,0,0.54228232
shopper_0014462,1,0,0.60478672
shopper_0014463,1,0,0.55921882
shopper_0014464,0,0,0.46959176
shopper_0014465,1,0,0.37393399
shopper_0014466,0,0,0.40470321
shopper_0014467,0,0,0.72775030
shopper_0014468,0,0,0.33135827
shopper_0014469,1,0,0.56107612
shopper_0014470,0,0,0.15681841
shopper_0014471,1,0,0.13156550
shopper_0014472,0,1,0.25758546
shopper_0014473,0,0,0.21439902
shopper_0014474,1,1,0.47231871
shopper_0014475,0,0,0.68433020
shopper_0014476,0,0,0.52863441
shopper_0014477,0,0,0.13544950
shopper_0014478,1,0,0.34811085
shopper_0014479,1,0,0.58345282
shopper_0014480,0,0,0.61402788
shopper_0014481,0,0,0.55350101
shopper_0014482,0,0,0.78292345
shopper_0014483,1,0,0.71139577
shopper_0014484,1,0,0.79551585
shopper_0014485,0,0,0.35047402
shopper_0014486,0,0,0.49819156
shopper_0014487,0,0,0.69170059
shopper_0014488,0,0,0.51921787
shopper_0014489,1,0,0.15427829
shopper_0014490,1,0,0.64605729
shopper_0014491,0,0,0.70265334
shopper_0014492,1,0,0.75747170
shopper_0014493,1,0,0.22598376
shopper_0014494,0,0,0.80693154
shopper_0014495,0,0,0.68759239
shopper_0014496,1,0,0.51818239
shopper_0014497,0,0,0.23436907
shopper_0014498,0,0,0.42625928
shopper_0014499,1,0,0.71105965
shopper_0014500,0,1,0.42501828
shopper_0014501,1,0,0.41982552
shopper_0014502,0,0,0.46643862
shopper_0014503,1,0,0.04932069
shopper_0014504,1,0,0.29839232
shopper_0014505,0,0,0.56028161
shopper_0014506,1,0,0.89350162
shopper_0014507,0,0,0.45927792
shopper_0014508,1,0,0.93220290
shopper_0014509,1,0,0.53309998
shopper_0014510,0,1,0.86982684
shopper_0014511,1,1,0.51196868
shopper_0014512,1,0,0.78648271
shopper_0014513,1,0,0.15353929
shopper_0014514,1,0,0.66012078
shopper_0014515,1,0,0.56367150
shopper_0014516,0,0,0.61319013
shopper_0014517,0,0,0.36703760
shopper_0014518,1,1,0.88169574
shopper_0014519,1,0,0.63589255
shopper_0014520,0,0,0.41617248
shopper_0014521,0,0,0.74099271
shopper_0014522,0,0,0.54293970
shopper_0014523,0,0,0.41671462
shopper_0014524,1,0,0.37933180
shopper_0014525,0,0,0.02368305
shopper_0014526,0,0,0.53312145
shopper_0014527,0,0,0.57553951
shopper_0014528,0,0,0.45583196
shopper_0014529,0,0,0.85823601
shopper_0014530,1,0,0.16914415
shopper_0014531,1,0,0.25416930
shopper_0014532,1,0,0.90072429
shopper_0014533,1,0,0.35678862
shopper_0014534,0,0,0.77410559
shopper_0014535,0,0,0.35163776
shopper_0014536,0,0,0.55916126
shopper_0014537,1,0,0.49133803
shopper_0014538,0,0,0.41758949
shopper_0014539,1,0,0.26354370
shopper_0014540,0,0,0.58874272
shopper_0014541,0,0,0.42307689
shopper_0014542,0,0,0.34917968
shopper_0014543,1,0,0.74490529
shopper_0014544,1,0,0.20413763
shopper_0014545,1,0,0.40629963
shopper_0014546,0,0,0.72501030
shopper_0014547,1,0,0.68261354
shopper_0014548,0,1,0.53693861
shopper_0014549,0,0,0.43267608
shopper_0014550,0,0,0.51361727
shopper_0014551,0,1,0.48665161
shopper_0014552,0,0,0.73573893
shopper_0014553,1,0,0.55140397
shopper_0014554,1,0,0.11956781
shopper_0014555,1,0,0.52274039
shopper_0014556,1,0,0.25893914
shopper_0014557,1,0,0.20687609
shopper_0014558,1,1,0.83494587
shopper_0014559,0,0,0.27080632
shopper_0014560,1,0,0.31639368
shopper_0014561,1,0,0.70410505
shopper_0014562,1,0,0.60536107
shopper_0014563,1,0,0.71726059
shopper_0014564,0,0,0.83818831
shopper_0014565,1,0,0.39208944
shopper_0014566,0,0,0.39824681
shopper_0014567,1,0,0.46129659
shopper_0014568,0,0,0.24380769
shopper_0014569,1,0,0.32208194
shopper_0014570,1,0,0.22659824
shopper_0014571,0,0,0.28511624
shopper_0014572,1,0,0.76050523
shopper_0014573,1,0,0.76536425
shopper_0014574,1,0,0.22674923
shopper_0014575,1,1,0.79983615
shopper_0014576,0,0,0.32946592
shopper_0014577,1,0,0.28674415
shopper_0014578,0,0,0.47971214
shopper_0014579,1,0,0.46996785
shopper_0014580,0,0,0.78087999
shopper_0014581,1,0,0.56368338
shopper_0014582,1,0,0.55547052
shopper_0014583,0,0,0.44642239
shopper_0014584,1,0,0.91056664
shopper_0014585,0,0,0.64515643
shopper_0014586,1,0,0.31473954
shopper_0014587,0,0,0.34372662
shopper_0014588,0,0,0.69640913
shopper_0014589,1,0,0.49021170
shopper_0014590,1,0,0.32411279
shopper_0014591,1,0,0.73194665
shopper_0014592,1,0,0.71756535
shopper_0014593,0,1,0.43992273
shopper_0014594,1,1,0.57914762
shopper_0014595,1,0,0.66110392
shopper_0014596,0,0,0.63280845
shopper_0014597,0,0,0.98017115
shopper_0014598,0,0,0.80943146
shopper_0014599,1,0,0.37826530
shopper_0014600,0,0,0.45480895
shopper_0014601,1,0,0.39750546
shopper_0014602,1,0,0.39089458
shopper_0014603,0,0,0.52497482
shopper_0014604,0,0,0.70940261
shopper_0014605,1,0,0.37047218
shopper_0014606,0,0,0.60423853
shopper_0014607,0,1,0.24377311
shopper_0014608,1,1,0.68394026
shopper_0014609,0,0,0.12487242
shopper_0014610,1,0,0.16289591
shopper_0014611,0,0,0.57488839
shopper_0014612,0,0,0.45568711
shopper_0014613,1,0,0.29045715
shopper_0014614,0,0,0.55560208
shopper_0014615,0,0,0.51792072
shopper_0014616,0,0,0.78499795
shopper_0014617,0,0,0.71866878
shopper_0014618,0,1,0.75797529
shopper_0014619,0,0,0.12004463
shopper_0014620,0,0,0.55970196
shopper_0014621,1,0,0.22390704
shopper_0014622,0,1,0.70637457
shopper_0014623,0,0,0.38936562
shopper_0014624,0,0,0.44663022
shopper_0014625,0,0,0.90347740
shopper_0014626,0,0,0.51284069
shopper_0014627,0,0,0.40407951
shopper_0014628,1,1,0.12770610
shopper_0014629,1,0,0.28327700
shopper_0014630,1,0,0.71802654
shopper_0014631,1,0,0.55572048
shopper_0014632,0,0,0.63363399
shopper_0014633,0,0,0.56278201
shopper_0014634,0,0,0.73914319
shopper_0014635,0,0,0.34473130
shopper_0014636,0,0,0.13570288
shopper_0014637,1,0,0.22681419
shopper_0014638,1,0,0.20515868
shopper_0014639,1,0,0.92716328
shopper_0014640,1,0,0.28526926
shopper_0014641,1,0,0.32278714
shopper_0014642,0,0,0.75851134
shopper_0014643,0,1,0.43383973
shopper_0014644,1,0,0.36710826
shopper_0014645,0,0,0.67858541
shopper_0014646,1,0,0.78750886
shopper_0014647,1,0,0.09676503
shopper_0014648,1,0,0.39656937
shopper_0014649,1,1,0.78942005
shopper_0014650,1,0,0.69703120
shopper_0014651,0,0,0.41543498
shopper_0014652,1,0,0.63834012
shopper_0014653,1,0,0.23089458
shopper_0014654,1,0,0.29069797
shopper_0014655,0,0,0.28955431
shopper_0014656,0,0,0.21728187
shopper_0014657,1,0,0.23534246
shopper_0014658,0,0,0.43208708
shopper_0014659,1,0,0.80282792
shopper_0014660,0,0,0.54024824
shopper_0014661,0,0,0.38175592
shopper_0014662,1,0,0.46963205
shopper_0014663,1,0,0.55435336
shopper_0014664,1,0,0.35889291
shopper_0014665,0,0,0.25028424
shopper_0014666,0,1,0.73219158
shopper_0014667,1,0,0.51267112
shopper_0014668,0,0,0.16271425
shopper_0014669,1,0,0.48537511
shopper_0014670,1,0,0.55886310
shopper_0014671,0,0,0.51611940
shopper_0014672,0,0,0.57174397
shopper_0014673,1,0,0.91423859
shopper_0014674,0,0,0.67169082
shopper_0014675,1,0,0.76656451
shopper_0014676,1,0,0.26037377
shopper_0014677,1,0,0.66116607
shopper_0014678,1,0,0.49386436
shopper_0014679,0,0,0.85657107
shopper_0014680,1,0,0.54719244
shopper_0014681,0,0,0.61773565
shopper_0014682,1,0,0.57189095
shopper_0014683,1,0,0.22925680
shopper_0014684,0,1,0.77362588
shopper_0014685,1,0,0.48511643
shopper_0014686,1,0,0.60091987
shopper_0014687,1,0,0.27032170
shopper_0014688,0,0,0.57424895
shopper_0014689,0,1,0.41455289
shopper_0014690,0,0,0.32699258
shopper_0014691,1,1,0.18694318
shopper_0014692,1,0,0.41368760
shopper_0014693,0,0,0.49479478
shopper_0014694,0,0,0.41957029
shopper_0014695,0,0,0.51982939
shopper_0014696,1,0,0.32109704
shopper_0014697,1,0,0.14926248
shopper_0014698,0,0,0.29881155
shopper_0014699,0,0,0.82040873
shopper_0014700,0,0,0.29569454
shopper_0014701,1,0,0.25967098
shopper_0014702,0,1,0.38401901
shopper_0014703,0,0,0.19097792
shopper_0014704,0,1,0.73552613
shopper_0014705,0,0,0.98431301
shopper_0014706,1,0,0.88350224
shopper_0014707,1,0,0.72082847
shopper_0014708,0,0,0.67578116
shopper_0014709,0,0,0.41415307
shopper_0014710,0,0,0.48712357
shopper_0014711,1,0,0.80245325
shopper_0014712,1,1,0.62490632
shopper_0014713,0,0,0.64449554
shopper_0014714,1,0,0.33126153
shopper_0014715,1,1,0.72633252
shopper_0014716,1,0,0.43483595
shopper_0014717,1,0,0.72791141
shopper_0014718,1,0,0.22187221
shopper_0014719,1,0,0.79430051
shopper_0014720,1,0,0.12346294
shopper_0014721,1,0,0.82285441
shopper_0014722,0,0,0.73393504
shopper_0014723,0,0,0.52656496
shopper_0014724,1,0,0.69405729
shopper_0014725,1,0,0.22127940
shopper_0014726,0,1,0.70149791
shopper_0014727,0,0,0.15532249
shopper_0014728,1,0,0.42087182
shopper_0014729,0,0,0.74950962
shopper_0014730,0,0,0.72673709
shopper_0014731,0,0,0.27078922
shopper_0014732,0,0,0.20427366
shopper_0014733,1,0,0.70729618
shopper_0014734,0,0,0.52879619
shopper_0014735,0,0,0.18521090
shopper_0014736,1,0,0.34294555
shopper_0014737,0,0,0.56659884
shopper_0014738,1,0,0.40280057
shopper_0014739,1,0,0.26848234
shopper_0014740,0,0,0.24402538
shopper_0014741,0,0,0.80551730
shopper_0014742,0,1,0.31605958
shopper_0014743,1,1,0.38047508
shopper_0014744,0,0,0.56995973
shopper_0014745,1,0,0.84596646
shopper_0014746,0,0,0.68124765
shopper_0014747,0,0,0.80703216
shopper_0014748,1,0,0.15365830
shopper_0014749,0,0,0.33087912
shopper_0014750,1,0,0.08089955
shopper_0014751,1,0,0.72593761
shopper_0014752,1,0,0.48844373
shopper_0014753,0,0,0.50334484
shopper_0014754,1,0,0.33870540
shopper_0014755,1,1,0.44928492
shopper_0014756,0,0,0.14310973
shopper_0014757,1,0,0.21646511
shopper_0014758,1,0,0.21017437
shopper_0014759,0,0,0.57011543
shopper_0014760,1,0,0.38868348
shopper_0014761,0,0,0.13162407
